querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
infinity_D09-NF-R1_bin.2.fa,nanopore_D05-NF-R1_maxbin.013.fa,904355,82116,0.5509421,0.36065757,0.90919936,1641470,2507517,0.5509421433227534,350
infinity_D09-NF-R1_bin.2.fa,nanopore_D06-NF-R1_bin.200.fa,660229,42127,0.6003146,0.2632999,0.93619335,1099805,2507517,0.6003146012247625,350
infinity_D09-NF-R1_bin.2.fa,nanopore_D07-NF-R1_95.fa,1731391,167140,0.5097582,0.6904803,0.9034649,3396495,2507517,0.690480263942378,350
infinity_D09-NF-R1_bin.2.fa,nanopore_D08-NF-R1_bin.185.fa,1618519,150267,0.6117132,0.6454668,0.9071577,2645879,2507517,0.6454668103945058,350
infinity_D09-NF-R1_bin.2.fa,nanopore_D09-NF-R1_maxbin.008.fa,1737499,38005,0.6442903,0.69291615,0.9781266,2696764,2507517,0.6929161397509968,350
infinity_D09-NF-R1_bin.2.fa,nanopore_D10-NF-R1_bin.5.fa,1680243,51866,0.5739448,0.6700824,0.9691318,2927534,2507517,0.6700823962509527,350
infinity_D10-NF-R1_bin.56.fa,infinity_D01-NF-R1_0.fa,1467934,106617,0.47864038,0.68734926,0.92736936,3066883,2135645,0.6873492551430598,350
infinity_D10-NF-R1_bin.56.fa,infinity_D02-NF-R2_4.fa,1509229,110592,0.43836644,0.7066853,0.9267228,3442848,2135645,0.7066853339389271,350
infinity_D10-NF-R1_bin.56.fa,infinity_D03-NF-R1_56.fa,1548407,110982,0.47245657,0.7250301,0.92832506,3277353,2135645,0.7250301431183553,350
infinity_D10-NF-R1_bin.56.fa,infinity_D04-NF-R1_56.fa,1796091,99811,0.4536226,0.84100634,0.94442874,3959439,2135645,0.8410063470286494,350
infinity_D10-NF-R1_bin.56.fa,infinity_D05-NF-R1_bin.64.fa,1462148,109367,0.536524,0.68464,0.9252011,2725224,2135645,0.6846400033713468,350
infinity_D10-NF-R1_bin.56.fa,infinity_D06-NF-R1_bin.146.fa,1135811,67655,0.7766165,0.53183514,0.94043463,1462512,2135645,0.7766165337446804,350
infinity_D10-NF-R1_bin.56.fa,infinity_D07-NF-R1_79.fa,1508938,111320,0.4620721,0.70654905,0.92622626,3265590,2135645,0.7065490753378956,350
infinity_D10-NF-R1_bin.56.fa,infinity_D08-NF-R1_bin.40.fa,1467726,106551,0.540404,0.68725187,0.92740405,2715979,2135645,0.6872518606790923,350
infinity_D10-NF-R1_bin.56.fa,infinity_D09-NF-R1_bin.2.fa,1659271,31072,0.6617187,0.7769414,0.9812737,2507517,2135645,0.7769413924130649,350
infinity_D10-NF-R1_bin.56.fa,infinity_D10-NF-R1_bin.56.fa,2135615,0,0.99998593,0.99998593,1.0,2135645,2135645,0.9999859527215431,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1271331,91275,0.43363747,0.5952914,0.9282052,2931783,2135645,0.5952913522612606,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D04-NF-R1_68.fa,1543414,41856,0.63060194,0.7226922,0.9728809,2447525,2135645,0.7226922077405187,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D04-NF-R1_maxbin.016.fa,1378327,106395,0.4175826,0.64539146,0.9228086,3300729,2135645,0.6453914391202658,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D05-NF-R1_maxbin.013.fa,787816,57734,0.47994542,0.36888903,0.9267164,1641470,2135645,0.47994541478065395,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D06-NF-R1_bin.200.fa,659400,37036,0.59956086,0.30875918,0.94383377,1099805,2135645,0.599560831238265,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D07-NF-R1_95.fa,1517066,111186,0.44665635,0.7103549,0.92670983,3396495,2135645,0.7103549513144741,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D08-NF-R1_bin.185.fa,1471928,105261,0.55630964,0.6892194,0.92848766,2645879,2135645,0.6892194161482831,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D09-NF-R1_maxbin.008.fa,1373824,50453,0.5094343,0.64328295,0.9632755,2696764,2135645,0.6432829426238912,350
infinity_D10-NF-R1_bin.56.fa,nanopore_D10-NF-R1_bin.5.fa,1386914,35966,0.4737482,0.6494122,0.9740676,2927534,2135645,0.6494122384572343,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D01-NF-R1_0.fa,2235205,11519,0.7288198,0.7624047,0.9948466,3066883,2931783,0.7624046527318018,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D02-NF-R2_4.fa,2022598,25726,0.58747816,0.6898867,0.9872807,3442848,2931783,0.6898866662368941,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D03-NF-R1_56.fa,1970527,24390,0.60125566,0.6721258,0.9876226,3277353,2931783,0.6721258019437318,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D04-NF-R1_56.fa,1983126,32398,0.50086033,0.6764232,0.98366314,3959439,2931783,0.676423186845684,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D05-NF-R1_bin.64.fa,1827893,21641,0.6707313,0.62347484,0.98816067,2725224,2931783,0.6707312866758842,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D06-NF-R1_bin.146.fa,1151659,22147,0.7874527,0.39281863,0.98076946,1462512,2931783,0.7874526841489163,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D07-NF-R1_79.fa,1966032,22955,0.60204494,0.6705926,0.9883242,3265590,2931783,0.6705926052507979,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D08-NF-R1_bin.40.fa,1916949,22219,0.70580405,0.6538509,0.98840916,2715979,2931783,0.7058040581315246,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D09-NF-R1_bin.2.fa,1357027,133203,0.5411836,0.46286747,0.90184206,2507517,2931783,0.5411835692439971,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,infinity_D10-NF-R1_bin.56.fa,1284519,92373,0.60146654,0.43813577,0.9280875,2135645,2931783,0.6014665358708962,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,2931744,0,0.9999867,0.9999867,1.0,2931783,2931783,0.9999866975147887,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D04-NF-R1_68.fa,1300538,130760,0.5313686,0.44359967,0.899457,2447525,2931783,0.5313686274910369,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D04-NF-R1_maxbin.016.fa,1887884,26347,0.57195973,0.6439372,0.98604417,3300729,2931783,0.6439371536024324,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D05-NF-R1_maxbin.013.fa,1033665,13610,0.6297191,0.35257214,0.9868333,1641470,2931783,0.6297190932517804,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D06-NF-R1_bin.200.fa,893691,34445,0.8125904,0.3048285,0.9614576,1099805,2931783,0.8125904137551657,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D07-NF-R1_95.fa,1975681,22853,0.58168226,0.6738838,0.9884328,3396495,2931783,0.673883776527799,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D08-NF-R1_bin.185.fa,1850836,22115,0.6995165,0.63130045,0.98805135,2645879,2931783,0.6995164933846181,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D09-NF-R1_maxbin.008.fa,1717544,126209,0.6368907,0.585836,0.9265177,2696764,2931783,0.636890732744875,350
nanopore_D01-NF-R1_maxbin.018_sub.fa,nanopore_D10-NF-R1_bin.5.fa,1535014,79268,0.5243369,0.523577,0.9483601,2927534,2931783,0.5243368650885011,350
nanopore_D04-NF-R1_68.fa,infinity_D01-NF-R1_0.fa,1603553,159356,0.5228608,0.6551733,0.9006232,3066883,2447525,0.6551732873004361,350
nanopore_D04-NF-R1_68.fa,infinity_D02-NF-R2_4.fa,1648897,164217,0.47893402,0.67369974,0.90040797,3442848,2447525,0.6736997579187138,350
nanopore_D04-NF-R1_68.fa,infinity_D03-NF-R1_56.fa,1732483,158723,0.5286226,0.707851,0.9083841,3277353,2447525,0.7078509923289854,350
nanopore_D04-NF-R1_68.fa,infinity_D04-NF-R1_56.fa,2253186,110790,0.569067,0.92059773,0.9508296,3959439,2447525,0.9205977467033023,350
nanopore_D04-NF-R1_68.fa,infinity_D05-NF-R1_bin.64.fa,1535672,151123,0.563503,0.6274387,0.9015916,2725224,2447525,0.6274387391344317,350
nanopore_D04-NF-R1_68.fa,infinity_D06-NF-R1_bin.146.fa,927908,73002,0.6344618,0.37912095,0.9213263,1462512,2447525,0.634461802706576,350
nanopore_D04-NF-R1_68.fa,infinity_D07-NF-R1_79.fa,1672463,163685,0.51214725,0.6833283,0.90212935,3265590,2447525,0.6833282601812034,350
nanopore_D04-NF-R1_68.fa,infinity_D08-NF-R1_bin.40.fa,1523827,150659,0.56105995,0.6225992,0.90113115,2715979,2447525,0.6225991562905384,350
nanopore_D04-NF-R1_68.fa,infinity_D09-NF-R1_bin.2.fa,1948276,29838,0.7769742,0.79601884,0.98468494,2507517,2447525,0.7960188353540821,350
nanopore_D04-NF-R1_68.fa,infinity_D10-NF-R1_bin.56.fa,1552879,42224,0.7271241,0.6344691,0.9728092,2135645,2447525,0.7271241240936579,350
nanopore_D04-NF-R1_68.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1298979,130503,0.4430679,0.5307317,0.89953417,2931783,2447525,0.5307316574907305,350
nanopore_D04-NF-R1_68.fa,nanopore_D04-NF-R1_68.fa,2447491,0,0.9999861,0.9999861,1.0,2447525,2447525,0.9999861084156444,350
nanopore_D04-NF-R1_68.fa,nanopore_D04-NF-R1_maxbin.016.fa,1543218,158375,0.46753854,0.63052183,0.89737356,3300729,2447525,0.6305218537093594,350
nanopore_D04-NF-R1_68.fa,nanopore_D05-NF-R1_maxbin.013.fa,789738,74201,0.48111632,0.32266802,0.9060435,1641470,2447525,0.4811163164724302,350
nanopore_D04-NF-R1_68.fa,nanopore_D06-NF-R1_bin.200.fa,650958,43875,0.5918849,0.26596582,0.93259937,1099805,2447525,0.5918849250548961,350
nanopore_D04-NF-R1_68.fa,nanopore_D07-NF-R1_95.fa,1676932,163996,0.49372426,0.6851542,0.90220475,3396495,2447525,0.6851541863719471,350
nanopore_D04-NF-R1_68.fa,nanopore_D08-NF-R1_bin.185.fa,1494623,141930,0.5648871,0.6106671,0.9050396,2645879,2447525,0.6106671024810778,350
nanopore_D04-NF-R1_68.fa,nanopore_D09-NF-R1_maxbin.008.fa,1527222,53262,0.56631655,0.62398624,0.9651249,2696764,2447525,0.6239862718460486,350
nanopore_D04-NF-R1_68.fa,nanopore_D10-NF-R1_bin.5.fa,1591874,60934,0.54375935,0.65040153,0.96172184,2927534,2447525,0.6504015280742791,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D01-NF-R1_0.fa,2406102,37742,0.78454316,0.7289608,0.984314,3066883,3300729,0.7845431338593615,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D02-NF-R2_4.fa,2416564,37438,0.7019084,0.7321304,0.98450774,3442848,3300729,0.7321303869539123,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D03-NF-R1_56.fa,2278851,29143,0.69533277,0.6904084,0.9872115,3277353,3300729,0.6953327883813554,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D04-NF-R1_56.fa,2787885,4860,0.7041111,0.844627,0.99825674,3959439,3300729,0.8446270505697377,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D05-NF-R1_bin.64.fa,2221477,32327,0.8151539,0.67302614,0.98544794,2725224,3300729,0.815153910284072,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D06-NF-R1_bin.146.fa,1175619,25751,0.80383545,0.3561695,0.97809577,1462512,3300729,0.8038354557090813,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D07-NF-R1_79.fa,2261346,31515,0.692477,0.685105,0.9860636,3265590,3300729,0.6924770102799188,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D08-NF-R1_bin.40.fa,2201706,32778,0.8106491,0.6670363,0.9851124,2715979,3300729,0.8106491250484632,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D09-NF-R1_bin.2.fa,1671530,165880,0.6666076,0.5064124,0.9007616,2507517,3300729,0.666607644135613,350
nanopore_D04-NF-R1_maxbin.016.fa,infinity_D10-NF-R1_bin.56.fa,1388815,107274,0.65030235,0.4207601,0.92275864,2135645,3300729,0.6503023676687839,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1888111,26369,0.6440146,0.57202846,0.9860342,2931783,3300729,0.644014580888149,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D04-NF-R1_68.fa,1545722,158460,0.63154495,0.46829715,0.8974848,2447525,3300729,0.6315449280395502,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D04-NF-R1_maxbin.016.fa,3300700,0,0.99999124,0.99999124,1.0,3300729,3300729,0.9999912140621057,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D05-NF-R1_maxbin.013.fa,1169300,19986,0.7123493,0.35425508,0.9829077,1641470,3300729,0.7123492966670119,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D06-NF-R1_bin.200.fa,899931,36388,0.8182641,0.27264613,0.9595658,1099805,3300729,0.8182641468260282,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D07-NF-R1_95.fa,2273115,31307,0.6692532,0.6886706,0.9862273,3396495,3300729,0.688670593677942,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D08-NF-R1_bin.185.fa,2134772,31194,0.80682904,0.6467577,0.9853877,2645879,3300729,0.8068290348878387,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D09-NF-R1_maxbin.008.fa,1934362,150627,0.71729004,0.58604085,0.92213094,2696764,3300729,0.7172900557853783,350
nanopore_D04-NF-R1_maxbin.016.fa,nanopore_D10-NF-R1_bin.5.fa,1747455,92382,0.5969034,0.5294149,0.9471334,2927534,3300729,0.5969034006095232,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D01-NF-R1_0.fa,1260682,17211,0.41106296,0.76802015,0.98634785,3066883,1641470,0.7680201282996338,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D02-NF-R2_4.fa,1412440,17555,0.41025338,0.8604726,0.9875712,3442848,1641470,0.8604726251469719,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D03-NF-R1_56.fa,1255559,17451,0.38310155,0.76489913,0.98610103,3277353,1641470,0.7648991452783176,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D04-NF-R1_56.fa,1167534,21001,0.2948736,0.71127343,0.9820125,3959439,1641470,0.7112734317410614,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D05-NF-R1_bin.64.fa,1402278,2097,0.51455516,0.85428184,0.9985046,2725224,1641470,0.8542818327474764,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D06-NF-R1_bin.146.fa,729187,16302,0.4985853,0.44422805,0.9776436,1462512,1641470,0.4985853107530058,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D07-NF-R1_79.fa,1322083,17139,0.40485272,0.80542624,0.98703635,3265590,1641470,0.8054262338026281,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D08-NF-R1_bin.40.fa,1145480,13297,0.42175585,0.6978379,0.98839176,2715979,1641470,0.697837913577464,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D09-NF-R1_bin.2.fa,904078,82203,0.3605471,0.5507734,0.9090753,2507517,1641470,0.550773392142409,350
nanopore_D05-NF-R1_maxbin.013.fa,infinity_D10-NF-R1_bin.56.fa,787571,57929,0.3687743,0.47979617,0.926446,2135645,1641470,0.4797961583215045,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1034082,13626,0.35271436,0.6299731,0.9868231,2931783,1641470,0.6299731338373531,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D04-NF-R1_68.fa,792310,74305,0.32371885,0.4826832,0.9062173,2447525,1641470,0.48268320468848047,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D04-NF-R1_maxbin.016.fa,1167257,19420,0.35363612,0.7111047,0.9833627,3300729,1641470,0.711104680560717,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D05-NF-R1_maxbin.013.fa,1641463,0,0.9999957,0.9999957,1.0,1641470,1641470,0.9999957355297386,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D06-NF-R1_bin.200.fa,529424,18928,0.48137987,0.32253042,0.96424794,1099805,1641470,0.48137988097890083,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D07-NF-R1_95.fa,1319479,16987,0.38848254,0.80383986,0.987126,3396495,1641470,0.8038398508653829,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D08-NF-R1_bin.185.fa,1138281,14484,0.430209,0.69345224,0.98727554,2645879,1641470,0.6934522105186205,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D09-NF-R1_maxbin.008.fa,1157805,80107,0.4293312,0.7053464,0.93081135,2696764,1641470,0.705346427287736,350
nanopore_D05-NF-R1_maxbin.013.fa,nanopore_D10-NF-R1_bin.5.fa,908777,49174,0.31042406,0.5536361,0.9458899,2927534,1641470,0.5536360701078911,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D01-NF-R1_0.fa,945180,36190,0.30818912,0.8594069,0.961711,3066883,1099805,0.8594068948586341,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D02-NF-R2_4.fa,998054,35748,0.289892,0.9074827,0.9641823,3442848,1099805,0.9074826901132473,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D03-NF-R1_56.fa,942547,36248,0.287594,0.8570128,0.9615425,3277353,1099805,0.8570128340933165,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D04-NF-R1_56.fa,905877,36602,0.22878923,0.82367057,0.95959496,3959439,1099805,0.8236705597810521,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D05-NF-R1_bin.64.fa,949589,35659,0.34844437,0.8634158,0.96244794,2725224,1099805,0.8634157873441201,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D06-NF-R1_bin.146.fa,780219,25689,0.5334787,0.70941573,0.96707463,1462512,1099805,0.7094157600665573,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D07-NF-R1_79.fa,942265,35387,0.28854358,0.85675645,0.9624447,3265590,1099805,0.8567564250026141,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D08-NF-R1_bin.40.fa,943967,34754,0.3475605,0.85830396,0.96318305,2715979,1099805,0.8583039720677756,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D09-NF-R1_bin.2.fa,656607,42159,0.26185545,0.5970213,0.9357926,2507517,1099805,0.5970212901377971,350
nanopore_D06-NF-R1_bin.200.fa,infinity_D10-NF-R1_bin.56.fa,670838,37775,0.31411493,0.60996085,0.9436898,2135645,1099805,0.6099608566973236,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,895148,34451,0.30532545,0.8139152,0.96151364,2931783,1099805,0.8139151940571283,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D04-NF-R1_68.fa,655700,43898,0.2679033,0.5961966,0.9330517,2447525,1099805,0.5961965984879137,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D04-NF-R1_maxbin.016.fa,895484,36378,0.27129886,0.8142207,0.95937616,3300729,1099805,0.8142207027609439,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D05-NF-R1_maxbin.013.fa,525968,18926,0.32042497,0.4782375,0.9640168,1641470,1099805,0.47823750573965385,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D06-NF-R1_bin.200.fa,1099803,0,0.99999815,0.99999815,1.0,1099805,1099805,0.9999981814958107,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D07-NF-R1_95.fa,953425,35487,0.2807085,0.86690366,0.96277946,3396495,1099805,0.8669036783793491,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D08-NF-R1_bin.185.fa,964359,35552,0.36447585,0.8768454,0.96313405,2645879,1099805,0.8768454407826842,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D09-NF-R1_maxbin.008.fa,811136,32813,0.30078122,0.73752713,0.95954686,2696764,1099805,0.7375271070780729,350
nanopore_D06-NF-R1_bin.200.fa,nanopore_D10-NF-R1_bin.5.fa,724241,33019,0.24738944,0.65851766,0.9544088,2927534,1099805,0.6585176463100277,350
nanopore_D07-NF-R1_95.fa,infinity_D01-NF-R1_0.fa,2447735,29029,0.7981182,0.720665,0.98814046,3066883,3396495,0.7981181544910582,350
nanopore_D07-NF-R1_95.fa,infinity_D02-NF-R2_4.fa,2666059,32843,0.77437603,0.7849442,0.9876811,3442848,3396495,0.7849441851084721,350
nanopore_D07-NF-R1_95.fa,infinity_D03-NF-R1_56.fa,2463387,33422,0.7516392,0.72527325,0.9864325,3277353,3396495,0.751639203955143,350
nanopore_D07-NF-R1_95.fa,infinity_D04-NF-R1_56.fa,2433209,42457,0.6145338,0.7163882,0.98255104,3959439,3396495,0.7163882178539936,350
nanopore_D07-NF-R1_95.fa,infinity_D05-NF-R1_bin.64.fa,2333044,24240,0.8560926,0.6868975,0.98961014,2725224,3396495,0.8560925634002929,350
nanopore_D07-NF-R1_95.fa,infinity_D06-NF-R1_bin.146.fa,1269344,25072,0.8679204,0.37372175,0.9802481,1462512,3396495,0.8679203999693678,350
nanopore_D07-NF-R1_95.fa,infinity_D07-NF-R1_79.fa,3273255,1686,1.0023472,0.96371555,0.9994849,3265590,3396495,1.0023472021901096,350
nanopore_D07-NF-R1_95.fa,infinity_D08-NF-R1_bin.40.fa,2273264,24089,0.83699614,0.66929704,0.98940337,2715979,3396495,0.8369961623414615,350
nanopore_D07-NF-R1_95.fa,infinity_D09-NF-R1_bin.2.fa,1725312,166658,0.68805593,0.50796837,0.9034041,2507517,3396495,0.6880559533594388,350
nanopore_D07-NF-R1_95.fa,infinity_D10-NF-R1_bin.56.fa,1521835,111454,0.712588,0.44806042,0.9267634,2135645,3396495,0.7125880003464995,350
nanopore_D07-NF-R1_95.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1972108,22903,0.67266506,0.5806303,0.9883865,2931783,3396495,0.6726650642288328,350
nanopore_D07-NF-R1_95.fa,nanopore_D04-NF-R1_68.fa,1678356,164073,0.685736,0.49414352,0.9022418,2447525,3396495,0.6857359986108416,350
nanopore_D07-NF-R1_95.fa,nanopore_D04-NF-R1_maxbin.016.fa,2271913,31006,0.68830645,0.66889924,0.98635244,3300729,3396495,0.6883064317003911,350
nanopore_D07-NF-R1_95.fa,nanopore_D05-NF-R1_maxbin.013.fa,1312050,16771,0.799314,0.3862953,0.9872177,1641470,3396495,0.79931402949795,350
nanopore_D07-NF-R1_95.fa,nanopore_D06-NF-R1_bin.200.fa,956005,35232,0.8692495,0.2814681,0.9631466,1099805,3396495,0.869249548783648,350
nanopore_D07-NF-R1_95.fa,nanopore_D07-NF-R1_95.fa,3396488,0,0.9999979,0.9999979,1.0,3396495,3396495,0.9999979390518755,350
nanopore_D07-NF-R1_95.fa,nanopore_D08-NF-R1_bin.185.fa,2220266,26085,0.8391412,0.6536933,0.9882514,2645879,3396495,0.8391411700988594,350
nanopore_D07-NF-R1_95.fa,nanopore_D09-NF-R1_maxbin.008.fa,2006725,148592,0.74412334,0.5908223,0.925953,2696764,3396495,0.7441233270690353,350
nanopore_D07-NF-R1_95.fa,nanopore_D10-NF-R1_bin.5.fa,1820459,86234,0.6218404,0.53598166,0.95263064,2927534,3396495,0.6218404295219117,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D01-NF-R1_0.fa,2296572,30956,0.74882936,0.8679807,0.98652077,3066883,2645879,0.8679807353246313,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D02-NF-R2_4.fa,2312250,31725,0.67160964,0.8739062,0.9862796,3442848,2645879,0.8739061763595387,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D03-NF-R1_56.fa,2141491,28886,0.6534209,0.80936843,0.9865113,3277353,2645879,0.8093684556247659,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D04-NF-R1_56.fa,2234821,36160,0.5644287,0.84464216,0.9838197,3959439,2645879,0.8446421775145424,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D05-NF-R1_bin.64.fa,2288727,25860,0.83983076,0.86501575,0.98870116,2725224,2645879,0.8650157471297818,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D06-NF-R1_bin.146.fa,1247708,24368,0.8531267,0.47156653,0.98046976,1462512,2645879,0.85312667519993,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D07-NF-R1_79.fa,2213164,26666,0.6777226,0.836457,0.98795116,3265590,2645879,0.8364569959548415,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D08-NF-R1_bin.40.fa,2380304,17076,0.8764074,0.8996269,0.9928261,2715979,2645879,0.8996269292737876,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D09-NF-R1_bin.2.fa,1601185,148537,0.638554,0.60516185,0.90723306,2507517,2645879,0.6385539958452924,350
nanopore_D08-NF-R1_bin.185.fa,infinity_D10-NF-R1_bin.56.fa,1470925,105146,0.6887498,0.55593055,0.9285171,2135645,2645879,0.6887497688052088,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D01-NF-R1_maxbin.018_sub.fa,1851472,22291,0.6315174,0.69975686,0.9879604,2931783,2645879,0.69975686718856,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D04-NF-R1_68.fa,1486599,140891,0.6073887,0.5618545,0.90522593,2447525,2645879,0.6073886885731504,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D04-NF-R1_maxbin.016.fa,2134561,31270,0.6466938,0.8067493,0.9853506,3300729,2645879,0.8067492882327574,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D05-NF-R1_maxbin.013.fa,1138906,14379,0.693833,0.43044522,0.9873747,1641470,2645879,0.6938329667919608,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D06-NF-R1_bin.200.fa,965290,35560,0.877692,0.36482772,0.96316135,1099805,2645879,0.8776919544828401,350
nanopore_D08-NF-R1_bin.185.fa,nanopore_D07-NF-R1_95.fa,2231592,26229,0.6570279,0.8434218,0.9882465,3396495,2645879,0.8434217891294349,350
