genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
nanopore_D08-NF-R1_109_sub.fa,359_3,0.010000000000000009,average,ANImf,359
nanopore_D04-NF-R1_bin.100.fa,359_4,0.010000000000000009,average,ANImf,359
nanopore_D05-NF-R1_bin.77_sub.fa,359_5,0.010000000000000009,average,ANImf,359
nanopore_D04-NF-R1_bin.217_sub.fa,360_0,0.010000000000000009,average,ANImf,360
infinity_D02-NF-R2_bin.91_sub.fa,361_1,0.010000000000000009,average,ANImf,361
infinity_D04-NF-R1_bin.136.fa,361_2,0.010000000000000009,average,ANImf,361
nanopore_D04-NF-R1_bin.96.fa,361_3,0.010000000000000009,average,ANImf,361
infinity_D01-NF-R1_bin.197_sub.fa,361_4,0.010000000000000009,average,ANImf,361
infinity_D08-NF-R1_bin.48_sub.fa,361_5,0.010000000000000009,average,ANImf,361
infinity_D03-NF-R1_bin.92.fa,361_6,0.010000000000000009,average,ANImf,361
infinity_D05-NF-R1_bin.124_sub.fa,361_7,0.010000000000000009,average,ANImf,361
infinity_D09-NF-R1_bin.205.fa,361_8,0.010000000000000009,average,ANImf,361
nanopore_D08-NF-R1_bin.131.fa,361_9,0.010000000000000009,average,ANImf,361
nanopore_D07-NF-R1_36_sub.fa,361_10,0.010000000000000009,average,ANImf,361
nanopore_D02-NF-R2_bin.114_sub.fa,361_11,0.010000000000000009,average,ANImf,361
nanopore_D08-NF-R1_58_sub.fa,362_0,0.010000000000000009,average,ANImf,362
infinity_D07-NF-R1_bin.86.fa,363_0,0.010000000000000009,average,ANImf,363
infinity_D07-NF-R1_bin.69.fa,364_1,0.010000000000000009,average,ANImf,364
nanopore_D07-NF-R1_bin.119.fa,364_1,0.010000000000000009,average,ANImf,364
nanopore_D08-NF-R1_bin.107.fa,364_2,0.010000000000000009,average,ANImf,364
infinity_D09-NF-R1_bin.58.fa,364_3,0.010000000000000009,average,ANImf,364
infinity_D05-NF-R1_41.fa,364_4,0.010000000000000009,average,ANImf,364
infinity_D03-NF-R1_bin.84.fa,364_5,0.010000000000000009,average,ANImf,364
infinity_D01-NF-R1_maxbin.021_sub.fa,364_6,0.010000000000000009,average,ANImf,364
nanopore_D01-NF-R1_bin.60.fa,364_7,0.010000000000000009,average,ANImf,364
infinity_D10-NF-R1_98.fa,364_8,0.010000000000000009,average,ANImf,364
infinity_D04-NF-R1_bin.48.fa,364_9,0.010000000000000009,average,ANImf,364
nanopore_D09-NF-R1_maxbin.013.fa,365_0,0.010000000000000009,average,ANImf,365
nanopore_D05-NF-R1_maxbin.026_sub.fa,366_0,0.010000000000000009,average,ANImf,366
nanopore_D04-NF-R1_bin.15_sub.fa,367_0,0.010000000000000009,average,ANImf,367
infinity_D04-NF-R1_81_sub.fa,368_1,0.010000000000000009,average,ANImf,368
nanopore_D04-NF-R1_bin.229.fa,368_2,0.010000000000000009,average,ANImf,368
infinity_D06-NF-R1_16.fa,368_3,0.010000000000000009,average,ANImf,368
nanopore_D06-NF-R1_11_sub.fa,368_4,0.010000000000000009,average,ANImf,368
infinity_D01-NF-R1_bin.98.fa,368_5,0.010000000000000009,average,ANImf,368
infinity_D09-NF-R1_maxbin.019_sub.fa,368_6,0.010000000000000009,average,ANImf,368
infinity_D07-NF-R1_bin.136_sub.fa,368_7,0.010000000000000009,average,ANImf,368
nanopore_D07-NF-R1_bin.24.fa,368_7,0.010000000000000009,average,ANImf,368
infinity_D03-NF-R1_84_sub.fa,368_8,0.010000000000000009,average,ANImf,368
infinity_D08-NF-R1_bin.66.fa,368_9,0.010000000000000009,average,ANImf,368
nanopore_D08-NF-R1_bin.196.fa,368_10,0.010000000000000009,average,ANImf,368
infinity_D10-NF-R1_36.fa,368_11,0.010000000000000009,average,ANImf,368
infinity_D05-NF-R1_16_sub.fa,368_12,0.010000000000000009,average,ANImf,368
nanopore_D06-NF-R1_maxbin.018_sub.fa,368_13,0.010000000000000009,average,ANImf,368
infinity_D02-NF-R2_bin.145.fa,368_14,0.010000000000000009,average,ANImf,368
infinity_D08-NF-R1_bin.179.fa,369_1,0.010000000000000009,average,ANImf,369
nanopore_D08-NF-R1_bin.122_sub.fa,369_1,0.010000000000000009,average,ANImf,369
nanopore_D06-NF-R1_bin.169.fa,369_2,0.010000000000000009,average,ANImf,369
infinity_D02-NF-R2_maxbin.042_sub.fa,369_3,0.010000000000000009,average,ANImf,369
infinity_D03-NF-R1_bin.108_sub.fa,369_4,0.010000000000000009,average,ANImf,369
infinity_D04-NF-R1_bin.329.fa,369_5,0.010000000000000009,average,ANImf,369
nanopore_D01-NF-R1_bin.62_sub.fa,369_6,0.010000000000000009,average,ANImf,369
nanopore_D04-NF-R1_bin.144_sub.fa,369_7,0.010000000000000009,average,ANImf,369
infinity_D06-NF-R1_56_sub.fa,370_1,0.010000000000000009,average,ANImf,370
nanopore_D06-NF-R1_bin.91.fa,370_1,0.010000000000000009,average,ANImf,370
nanopore_D07-NF-R1_bin.76_sub.fa,370_2,0.010000000000000009,average,ANImf,370
infinity_D09-NF-R1_bin.115.fa,371_1,0.010000000000000009,average,ANImf,371
nanopore_D08-NF-R1_bin.29.fa,371_2,0.010000000000000009,average,ANImf,371
infinity_D02-NF-R2_bin.138.fa,371_3,0.010000000000000009,average,ANImf,371
infinity_D04-NF-R1_182.fa,372_1,0.010000000000000009,average,ANImf,372
nanopore_D04-NF-R1_bin.153.fa,372_2,0.010000000000000009,average,ANImf,372
infinity_D01-NF-R1_65.fa,372_3,0.010000000000000009,average,ANImf,372
nanopore_D01-NF-R1_37_sub.fa,372_3,0.010000000000000009,average,ANImf,372
infinity_D07-NF-R1_maxbin.022.fa,372_4,0.010000000000000009,average,ANImf,372
nanopore_D07-NF-R1_bin.77.fa,372_4,0.010000000000000009,average,ANImf,372
infinity_D08-NF-R1_15.fa,372_5,0.010000000000000009,average,ANImf,372
nanopore_D08-NF-R1_bin.240.fa,372_5,0.010000000000000009,average,ANImf,372
infinity_D06-NF-R1_66.fa,372_6,0.010000000000000009,average,ANImf,372
nanopore_D06-NF-R1_maxbin.006_sub.fa,372_6,0.010000000000000009,average,ANImf,372
infinity_D05-NF-R1_111.fa,372_7,0.010000000000000009,average,ANImf,372
infinity_D09-NF-R1_110.fa,372_8,0.010000000000000009,average,ANImf,372
infinity_D02-NF-R2_83.fa,372_9,0.010000000000000009,average,ANImf,372
infinity_D03-NF-R1_103.fa,372_10,0.010000000000000009,average,ANImf,372
infinity_D02-NF-R2_9.fa,373_1,0.010000000000000009,average,ANImf,373
nanopore_D02-NF-R2_bin.104.fa,373_1,0.010000000000000009,average,ANImf,373
infinity_D04-NF-R1_bin.263_sub.fa,373_2,0.010000000000000009,average,ANImf,373
infinity_D02-NF-R2_33.fa,374_1,0.010000000000000009,average,ANImf,374
infinity_D05-NF-R1_maxbin.098_sub.fa,374_2,0.010000000000000009,average,ANImf,374
infinity_D03-NF-R1_63.fa,374_3,0.010000000000000009,average,ANImf,374
infinity_D06-NF-R1_bin.78.fa,374_4,0.010000000000000009,average,ANImf,374
infinity_D01-NF-R1_bin.179.fa,374_5,0.010000000000000009,average,ANImf,374
nanopore_D06-NF-R1_maxbin.077_sub.fa,375_0,0.010000000000000009,average,ANImf,375
infinity_D03-NF-R1_1.fa,376_1,0.010000000000000009,average,ANImf,376
nanopore_D03-NF-R1_68.fa,376_1,0.010000000000000009,average,ANImf,376
infinity_D04-NF-R1_31.fa,377_1,0.010000000000000009,average,ANImf,377
nanopore_D04-NF-R1_113.fa,377_1,0.010000000000000009,average,ANImf,377
infinity_D04-NF-R1_6.fa,378_1,0.010000000000000009,average,ANImf,378
nanopore_D04-NF-R1_137.fa,378_1,0.010000000000000009,average,ANImf,378
infinity_D01-NF-R1_7.fa,378_2,0.010000000000000009,average,ANImf,378
nanopore_D01-NF-R1_93_sub.fa,378_2,0.010000000000000009,average,ANImf,378
infinity_D07-NF-R1_40.fa,378_3,0.010000000000000009,average,ANImf,378
nanopore_D07-NF-R1_69.fa,378_3,0.010000000000000009,average,ANImf,378
infinity_D06-NF-R1_18.fa,378_4,0.010000000000000009,average,ANImf,378
infinity_D08-NF-R1_21.fa,378_4,0.010000000000000009,average,ANImf,378
nanopore_D06-NF-R1_65.fa,378_4,0.010000000000000009,average,ANImf,378
nanopore_D08-NF-R1_93.fa,378_4,0.010000000000000009,average,ANImf,378
infinity_D03-NF-R1_7.fa,378_5,0.010000000000000009,average,ANImf,378
infinity_D02-NF-R2_6.fa,378_6,0.010000000000000009,average,ANImf,378
nanopore_D02-NF-R2_bin.128.fa,378_7,0.010000000000000009,average,ANImf,378
infinity_D08-NF-R1_bin.50.fa,379_1,0.010000000000000009,average,ANImf,379
nanopore_D08-NF-R1_55.fa,379_2,0.010000000000000009,average,ANImf,379
infinity_D10-NF-R1_66.fa,379_3,0.010000000000000009,average,ANImf,379
nanopore_D10-NF-R1_73.fa,379_3,0.010000000000000009,average,ANImf,379
infinity_D04-NF-R1_154.fa,379_4,0.010000000000000009,average,ANImf,379
nanopore_D04-NF-R1_72.fa,379_4,0.010000000000000009,average,ANImf,379
infinity_D07-NF-R1_125.fa,379_5,0.010000000000000009,average,ANImf,379
nanopore_D07-NF-R1_87.fa,379_5,0.010000000000000009,average,ANImf,379
nanopore_D06-NF-R1_bin.133.fa,379_6,0.010000000000000009,average,ANImf,379
infinity_D05-NF-R1_34.fa,379_7,0.010000000000000009,average,ANImf,379
infinity_D01-NF-R1_132.fa,379_8,0.010000000000000009,average,ANImf,379
infinity_D09-NF-R1_40.fa,379_9,0.010000000000000009,average,ANImf,379
nanopore_D09-NF-R1_108.fa,379_10,0.010000000000000009,average,ANImf,379
infinity_D02-NF-R2_125.fa,379_11,0.010000000000000009,average,ANImf,379
infinity_D03-NF-R1_75.fa,379_12,0.010000000000000009,average,ANImf,379
infinity_D05-NF-R1_73.fa,380_1,0.010000000000000009,average,ANImf,380
nanopore_D05-NF-R1_maxbin.041_sub.fa,380_1,0.010000000000000009,average,ANImf,380
infinity_D04-NF-R1_maxbin.097_sub.fa,381_1,0.010000000000000009,average,ANImf,381
nanopore_D04-NF-R1_bin.310.fa,381_1,0.010000000000000009,average,ANImf,381
infinity_D07-NF-R1_137.fa,382_1,0.010000000000000009,average,ANImf,382
nanopore_D07-NF-R1_83.fa,382_1,0.010000000000000009,average,ANImf,382
infinity_D09-NF-R1_132.fa,382_2,0.010000000000000009,average,ANImf,382
infinity_D06-NF-R1_bin.99.fa,383_1,0.010000000000000009,average,ANImf,383
nanopore_D06-NF-R1_bin.159_sub.fa,383_1,0.010000000000000009,average,ANImf,383
infinity_D05-NF-R1_105_sub.fa,384_1,0.010000000000000009,average,ANImf,384
nanopore_D05-NF-R1_maxbin.011_sub.fa,384_1,0.010000000000000009,average,ANImf,384
infinity_D03-NF-R1_maxbin.029_sub.fa,384_2,0.010000000000000009,average,ANImf,384
nanopore_D03-NF-R1_64_sub.fa,384_2,0.010000000000000009,average,ANImf,384
infinity_D08-NF-R1_bin.164.fa,384_3,0.010000000000000009,average,ANImf,384
nanopore_D08-NF-R1_bin.192.fa,384_3,0.010000000000000009,average,ANImf,384
infinity_D02-NF-R2_bin.226_sub.fa,384_4,0.010000000000000009,average,ANImf,384
nanopore_D02-NF-R2_bin.137.fa,384_4,0.010000000000000009,average,ANImf,384
infinity_D04-NF-R1_bin.47.fa,384_5,0.010000000000000009,average,ANImf,384
nanopore_D04-NF-R1_bin.237.fa,384_5,0.010000000000000009,average,ANImf,384
infinity_D07-NF-R1_50.fa,384_6,0.010000000000000009,average,ANImf,384
nanopore_D07-NF-R1_bin.82.fa,384_6,0.010000000000000009,average,ANImf,384
infinity_D09-NF-R1_bin.43.fa,384_7,0.010000000000000009,average,ANImf,384
nanopore_D09-NF-R1_bin.132.fa,384_8,0.010000000000000009,average,ANImf,384
infinity_D02-NF-R2_maxbin.039_sub.fa,385_0,0.010000000000000009,average,ANImf,385
infinity_D02-NF-R2_110.fa,386_1,0.010000000000000009,average,ANImf,386
nanopore_D02-NF-R2_maxbin.038_sub.fa,386_1,0.010000000000000009,average,ANImf,386
infinity_D03-NF-R1_136.fa,386_2,0.010000000000000009,average,ANImf,386
infinity_D02-NF-R2_107.fa,387_1,0.010000000000000009,average,ANImf,387
nanopore_D02-NF-R2_bin.191.fa,387_1,0.010000000000000009,average,ANImf,387
infinity_D04-NF-R1_41.fa,387_2,0.010000000000000009,average,ANImf,387
nanopore_D04-NF-R1_142.fa,387_2,0.010000000000000009,average,ANImf,387
infinity_D01-NF-R1_9.fa,387_3,0.010000000000000009,average,ANImf,387
infinity_D03-NF-R1_122.fa,387_3,0.010000000000000009,average,ANImf,387
nanopore_D01-NF-R1_63.fa,387_3,0.010000000000000009,average,ANImf,387
nanopore_D03-NF-R1_bin.18.fa,387_3,0.010000000000000009,average,ANImf,387
infinity_D05-NF-R1_bin.93.fa,387_4,0.010000000000000009,average,ANImf,387
nanopore_D05-NF-R1_39.fa,387_4,0.010000000000000009,average,ANImf,387
infinity_D09-NF-R1_bin.148.fa,387_5,0.010000000000000009,average,ANImf,387
infinity_D06-NF-R1_7.fa,388_1,0.010000000000000009,average,ANImf,388
nanopore_D06-NF-R1_86.fa,388_1,0.010000000000000009,average,ANImf,388
infinity_D08-NF-R1_maxbin.013.fa,388_2,0.010000000000000009,average,ANImf,388
nanopore_D08-NF-R1_bin.164.fa,388_3,0.010000000000000009,average,ANImf,388
infinity_D07-NF-R1_0.fa,388_4,0.010000000000000009,average,ANImf,388
nanopore_D07-NF-R1_maxbin.002.fa,388_4,0.010000000000000009,average,ANImf,388
infinity_D01-NF-R1_maxbin.030.fa,388_5,0.010000000000000009,average,ANImf,388
nanopore_D01-NF-R1_35.fa,388_5,0.010000000000000009,average,ANImf,388
infinity_D03-NF-R1_93.fa,388_6,0.010000000000000009,average,ANImf,388
nanopore_D03-NF-R1_71_sub.fa,388_6,0.010000000000000009,average,ANImf,388
infinity_D02-NF-R2_120.fa,388_7,0.010000000000000009,average,ANImf,388
infinity_D04-NF-R1_maxbin.006.fa,388_8,0.010000000000000009,average,ANImf,388
nanopore_D04-NF-R1_bin.111.fa,388_8,0.010000000000000009,average,ANImf,388
infinity_D05-NF-R1_80.fa,388_9,0.010000000000000009,average,ANImf,388
nanopore_D05-NF-R1_78.fa,388_9,0.010000000000000009,average,ANImf,388
infinity_D04-NF-R1_bin.49.fa,389_1,0.010000000000000009,average,ANImf,389
nanopore_D04-NF-R1_bin.142.fa,389_1,0.010000000000000009,average,ANImf,389
infinity_D04-NF-R1_bin.265_sub.fa,390_1,0.010000000000000009,average,ANImf,390
nanopore_D04-NF-R1_bin.119.fa,390_2,0.010000000000000009,average,ANImf,390
infinity_D06-NF-R1_bin.107.fa,390_3,0.010000000000000009,average,ANImf,390
nanopore_D06-NF-R1_bin.137_sub.fa,390_3,0.010000000000000009,average,ANImf,390
infinity_D03-NF-R1_143.fa,390_4,0.010000000000000009,average,ANImf,390
infinity_D01-NF-R1_bin.110.fa,390_5,0.010000000000000009,average,ANImf,390
infinity_D10-NF-R1_maxbin.018_sub.fa,391_1,0.010000000000000009,average,ANImf,391
nanopore_D10-NF-R1_83.fa,391_1,0.010000000000000009,average,ANImf,391
infinity_D02-NF-R2_18_sub.fa,391_2,0.010000000000000009,average,ANImf,391
nanopore_D02-NF-R2_106_sub.fa,391_2,0.010000000000000009,average,ANImf,391
infinity_D08-NF-R1_31.fa,391_3,0.010000000000000009,average,ANImf,391
nanopore_D05-NF-R1_7_sub.fa,391_4,0.010000000000000009,average,ANImf,391
nanopore_D01-NF-R1_bin.91.fa,391_5,0.010000000000000009,average,ANImf,391
infinity_D01-NF-R1_139.fa,392_1,0.010000000000000009,average,ANImf,392
infinity_D03-NF-R1_88.fa,392_1,0.010000000000000009,average,ANImf,392
infinity_D05-NF-R1_bin.106.fa,392_1,0.010000000000000009,average,ANImf,392
infinity_D07-NF-R1_145.fa,392_1,0.010000000000000009,average,ANImf,392
infinity_D10-NF-R1_maxbin.043.fa,392_1,0.010000000000000009,average,ANImf,392
infinity_D08-NF-R1_94.fa,392_2,0.010000000000000009,average,ANImf,392
nanopore_D07-NF-R1_90_sub.fa,393_0,0.010000000000000009,average,ANImf,393
infinity_D07-NF-R1_22.fa,394_0,0.010000000000000009,average,ANImf,394
infinity_D05-NF-R1_2.fa,395_0,0.010000000000000009,average,ANImf,395
infinity_D01-NF-R1_bin.99.fa,396_0,0.010000000000000009,average,ANImf,396
infinity_D06-NF-R1_bin.132_sub.fa,397_0,0.010000000000000009,average,ANImf,397
infinity_D02-NF-R2_105.fa,398_0,0.010000000000000009,average,ANImf,398
infinity_D07-NF-R1_6.fa,399_0,0.010000000000000009,average,ANImf,399
